,source,MT,emotion_labels,error_types,error_severity
5185,睡觉之前发几张嘎嘎出道前的照片小时候萌萌哒，击剑场上的样子帅帅哒~~图片来源有logo的见logo（最后三张就是硬凑出来的⊙﹏⊙九宫格逼死强迫症咯）,"Before going to bed, I posted a few photos of Gaga before her debut. She was cute when she was a child, and she looked so handsome on the fencing arena~~ See the logo for the source of the picture (the last three photos are hard to make up ⊙﹏⊙ Jiugongge is forced to die of obsessive-compulsive disorder )",joy,Mistranslation,Slightly
5186,斯蒂芬·金：我讨厌特朗普不是因为我是民主党人，而是因为，身为一个作家、一个读书人，听他讲话就像是听到一架钢琴从楼上摔下来发出的噪音。我们害怕政府没收我们的枪，我们害怕墨西哥会侵略美国，我们害怕收税，我们害怕跨性别厕所……只要人们处于恐惧之中，就很难展开理性的讨论。,"Stephen King: I hate Trump not because I'm a Democrat, but because, as a writer, as a reader, listening to him is like hearing the noise of a piano falling from an upstairs. We're afraid the government will confiscate our guns, we're afraid Mexico will invade America, we're afraid of taxes, we're afraid of trans toilets...As long as people are in fear, it's hard to have a rational discussion.",fear,None,Not at all
5187,最近就是喜欢自己的脸，感觉自己爱上自己的感觉,"Recently I just like my face, I feel like I love myself",joy,None,Not at all
5188,首度公开我工作的地方哈哈哈，就是这种小型工作室才适合我嘛，我的直属boss就坐我对面，晚上她们买夜宵去啦,"It's the first time to disclose where I work hahaha, this is the kind of small studio that suits me, my direct boss sits across from me, and they go to buy supper at night",joy,None,Not at all
5189,每天想想她，眼睛都会眯成缝，回忆总是美好的，总是让人流连忘返的，早安，宝贝,"Thinking of her every day, my eyes will be narrowed, the memories are always good, always make people linger, good morning, baby",joy,None,Not at all
5190,真心讨厌那些唧唧歪歪唧唧歪歪的某些人他妈的敞亮点不行吗！,"I really hate some of those people who are squeaky and squeaky, don't they fucking open their eyes!",anger,Mistranslation,Slightly
5191,坐在我旁边的两只耗子一直不停的制造噪音，我冷冷的盯着这两只死耗子，你不让我好好看书，我也不让你好好看书。,"The two mice sitting next to me kept making noise. I stared at these two dead mice coldly. You won't let me read books, and I won't let you read books.",anger,None,Not at all
5192,或许你离开是对的，因为连我都对自己很失望……,"Maybe you're right to leave, because even I'm disappointed in myself...",sadness,None,Not at all
5193,竟然有人说我像宋小宝！气死我了！谁也不许说我黑！,Some people say that I look like Song Xiaobao! I'm furious! No one is allowed to call me black!,anger,Mistranslation,Somewhere in between
5194,喃什么婶儿，妈了个巴子的，血彪！,"What are you talking about, motherfucker, Xuebiao!",anger,None,Not at all
5195,好姐妹家为我庆生，今年新历，农历过2次,"Good sister's family celebrates my birthday, this year's new calendar, the lunar calendar has passed twice",joy,Mistranslation,Yes absolutely
5196,更幸福的是，他就躺在我身边，睁眼便看见,"Even happier, he lay beside me and saw",joy,Mistranslation,Slightly
5197,看着一堆数字要相加，不能用公式！为什么！！因为！！表格里面的数字全部是用文字形式储存的,"Looking at a bunch of numbers to add, you can't use formulas! why! ! because! ! All figures in the table are stored in text form",anger,None,Not at all
5198,我去～。今天真是烦死我了🙏特不爽的心情💢,I go to ~. Today is really annoying me 🙏 I'm in a bad mood 💢,anger,Mistranslation,Yes absolutely
5199,当朋友圈刷起误判中国队🇨🇳的消息的时候我想说裁判你是不是瞎了。,"When the news of the misjudgment of the Chinese team 🇨🇳 came up in the circle of friends, I wanted to say whether the referee is blind.",anger,None,Not at all
5200,吓死宝宝了，以后不吃包子了。北京商报讯日前，庆丰包子就10月16日微博网友爆料大慧寺店以及顺义国泰店涉食品卫生问题一事在官微上发布回应。经庆丰总部调查核实，这两家店铺均存在违反食品卫生规定的问题，并对涉事店铺采取停业整顿的举措。,"Scared the baby to death, and will not eat buns in the future. Beijing Business Daily News A few days ago, Qingfeng Baozi posted a response on the official Weibo account on October 16 when Weibo netizens broke the news that the Dahui Temple store and the Shunyi Guotai store were involved in food hygiene issues. After investigation and verification by the Qingfeng headquarters, the two stores both violated food hygiene regulations and took measures to suspend business for rectification of the stores involved.",fear,Mistranslation,Slightly
5201,啊！好舒服！！！一个多月没按摩了，精油开背好，用活络油推，整个人松掉了！！！过几天再去,"what! So comfortable! ! ! I haven't massaged for more than a month, and the essential oil has opened my back well, and I have used the active oil to push the whole body loose! ! ! go back in a few days",joy,Mistranslation,Somewhere in between
5202,刚刚打电话回家才知道，我家小喵不在了。。。好难过。。。,I just called home to find out that my little cat is gone. . . so sad. . .,sadness,None,Not at all
5203,诶又差点忍不住骚扰你忍住忍住忍住,"Eh, I almost couldn't help harassing you, hold back, hold back, hold back",anger,None,Not at all
5204,就是爱你、傻傻的、憨憨的、暖暖的,"Just love you, silly, silly, warm",joy,None,Not at all
5205,既然那人不喜欢，我就不要去做就好了，毕竟我很甜哈哈哈哈哈哈哈,"Since that person doesn't like it, I just don't do it, after all I'm sweet hahahahahaha",joy,None,Not at all
5206,我女神在给孩子寻觅国际学校。我一边悲哀n线小城市木有这种高大上，一边悲哀即便是有，也上不起。,"My goddess is looking for an international school for her child. While I am sad that small n-tier cities don't have this kind of loftiness, I am sad that even if they do, they can't afford it.",sadness,Mistranslation,Slightly
5207,一想到一会回家还要收拾屋子就闹心，这周末没收拾屋子，就的今天收拾，我再也不想大周末的收拾屋子了，以后就像猪一样吧！我大声的说，我不是小姑娘，我家住的是猪窝,"I get upset when I think of going home and have to clean up the house. I didn’t clean up the house this weekend, so I will clean it up today. I don’t want to clean up the house on the big weekend anymore, I will be like a pig in the future! I said loudly, I'm not a little girl, my house is a pig's nest",anger,None,Not at all
5208,看到你感覺一整天的心情都好了起來呢。,Seeing you feel better all day.,joy,None,Not at all
5209,好悲伤，好悲伤，好悲伤啊，以后再也不想相信爱情了,"So sad, so sad, so sad, I don't want to believe in love anymore",sadness,None,Not at all
5210,纪念一下这个伟大的日子。搞定了去广州fm的票。平生第一次去自己喜欢的爱豆的fm特别激动！也是给高三努力的自己的小小的礼物和大大的激励。见完老公和他小伙伴们得更加努力。谢谢这个世界总让我觉得幸运幸福世界晚安！,"Remember this great day. Got tickets to Guangzhou fm. For the first time in my life, I am very excited to go to my favorite idol's fm! It is also a small gift and a big incentive for the self who worked hard in the third year of high school. After seeing my husband and his friends, I have to work harder. Thank you this world always makes me feel lucky and happy world good night!",joy,None,Not at all
5211,只是请了18天婚假而已嘛，无良单位把我工资扣得一分不剩还让我倒贴200出去，我还怎么活啊？？？,I just asked for 18 days of marriage leave. The unscrupulous unit deducted one point from my salary and made me post 200. How can I live? ? ?,anger,Mistranslation,Yes absolutely
5212,下楼存钱跑了好几次，真是被傻子气死了！,I went downstairs to save money and ran several times. I was really pissed off by the fool!,anger,None,Not at all
